nombre;frecuencia
TARIK;3181 
BRENDA;3174 
PAMELA;3172 
DIANA MARIA;3172 
FARAH;3171 
SACRAMENTO;3168 
HANNA;3166 
ROSA ISABEL;3165 
JORGE MANUEL;3165 
TELMO;3160 
MALENA;3152 
JACOB;3152 
NEKANE;3150 
PRESENTACION;3149 
JOSE RICARDO;3146 
ABDELKARIM;3143 
MARAVILLAS;3142 
MENCIA;3130 
AQUILINO;3126 
MIRANDA;3121 
FERNANDO JAVIER;3118 
ZINEB;3117 
ENGRACIA;3100 
ARKAITZ;3098 
MOSTAFA;3097 
ENDIKA;3091 
JONE;3088 
OLALLA;3085 
AUGUSTO;3085 
MELCHOR;3083 
NICOLASA;3081 
YERAI;3080 
MIHAI;3080 
ANDREA;3078 
ABDERRAHMAN;3062 
CARLOS JESUS;3061 
JESUS DAVID;3060 
YURENA;3055 
RAHMA;3052 
VICTORINA;3049 
SUSANA MARIA;3048 
URKO;3046 
BLANCA MARIA;3046 
FAUSTINA;3044 
PEDRO JUAN;3039 
GUMERSINDO;3034 
NANCY;3028 
SIMONA;3022 
AMIN;3022 
TERESA MARIA;3018 
GENIS;3018 
FRANCESCO;3018 
IRAIA;3007 
JON ANDER;3006 
ALICIA MARIA;3001 
SERAFINA;3000 
AZIZA;3000 
ANGEL ANTONIO;2992 
MARIA AGUSTINA;2987 
CELESTINA;2986 
CASILDA;2986 
ARES;2986 
FERMINA;2983 
JUAN RAFAEL;2982 
ANA TERESA;2977 
JOSE AGUSTIN;2971 
ROSENDO;2967 
DEREK;2964 
VIKTORIIA;2961 
HIPOLITO;2961 
ILHAM;2953 
QUIM;2951 
VIRGILIO;2945 
LAHCEN;2941 
NICOLETA;2940 
KAOUTAR;2937 
DIEGO ALEJANDRO;2937 
THOMAS;2936 
BONIFACIO;2935 
JUAN CRUZ;2919 
ELISA MARIA;2914 
MARIA CAMINO;2911 
BELINDA;2910 
SAAD;2900 
OLAIA;2898 
CLAUDIA PATRICIA;2891 
ALAIA;2891 
FOUAD;2889 
NATALIYA;2885 
ANA VICTORIA;2884 
ROMEO;2883 
MARIYA;2883 
JOHN;2883 
ADARA;2883 
MARIA GEMMA;2882 
MANUEL MARIA;2879 
EKAITZ;2869 
EFREN;2869 
VICTORINO;2865 
ARSENIO;2858 
MOUNIR;2856 
CATERINA;2852 
QUERALT;2845 
ASMAE;2845 
SALAH;2841 
DAFNE;2838 
CARLOS MIGUEL;2837 
MARIA AMOR;2829 
HABIBA;2828 
MOHAMED AMINE;2826 
ARANCHA;2825 
GINA;2824 
ULISES;2815 
MARIA CATALINA;2814 
CARLOS DANIEL;2814 
MERIEM;2811 
HUMBERTO;2809 
ANA LUISA;2805 
SATURNINA;2804 
HIGINIO;2801 
JOSE BENITO;2800 
KAI;2798 
JUAN DANIEL;2791 
ABELARDO;2788 
JULIO ALBERTO;2786 
SONSOLES;2779 
MARIA OLIVA;2777 
MARIA LEONOR;2776 
INDIRA;2773 
WILLIAM;2770 
JAOUAD;2769 
ELEUTERIO;2769 
ALAZNE;2768 
LUA;2765 
NOURA;2761 
IOANA;2761 
CONCEPCIO;2761 
ESTHER MARIA;2760 
YESSICA;2758 
SANAE;2758 
RAFAEL ANTONIO;2758 
PABLO ANTONIO;2757 
MOHAMMAD;2748 
IDAIRA;2736 
DMYTRO;2735 
RAQUEL MARIA;2725 
JORGE ALBERTO;2720 
LUIS ALEJANDRO;2713 
AISHA;2707 
YOUNESS;2705 
NELIDA;2703 
DANEL;2703 
CARMEN DOLORES;2700 
YOUSRA;2699 
OFELIA;2692 
CELESTE;2692 
DUMITRU;2691 
MARIA SALOME;2682 
ANA PAULA;2682 
CHRISTOPHER;2681 
ABDOULAYE;2678 
ABDERRAHMANE;2677 
MARIA CELESTE;2675 
RENE;2670 
MERYEM;2670 
CARLOS LUIS;2670 
RANIA;2667 
DAYANA;2660 
PATRICIA MARIA;2657 
PASCUALA;2652 
NELSON;2648 
URBANO;2647 
MARIA CAROLINA;2640 
JONAS;2640 
JERONIMA;2640 
AKRAM;2640 
ARANTZAZU;2637 
CEFERINO;2636 
ANGEL JESUS;2634 
ARANTZA;2633 
ANGELICA MARIA;2632 
ABDELALI;2627 
RITA MARIA;2624 
ANGEL DAVID;2623 
MARIA LORETO;2621 
YASMINE;2619 
MARIA IRENE;2618 
BENEDICTA;2618 
MARIA VIRTUDES;2612 
MARIA AMELIA;2608 
SANDRA PATRICIA;2605 
PETER;2597 
CELSA;2592 
VENANCIO;2590 
MARIA O;2589 
JOSE JULIO;2586 
CARMEN DELIA;2584 
CLEMENTINA;2579 
MARIA LLANOS;2577 
DALIA;2577 
SEVERINO;2570 
ANDRE;2567 
ANTONIO ANGEL;2563 
FRANCISCO DAVID;2562 
SELENE;2561 
GIULIA;2551 
ADRIANO;2548 
KATIA;2546 
ANA PILAR;2546 
BASILISA;2542 
EMILY;2540 
MOHAMED AMIN;2537 
ARIANNA;2534 
PRISCILA;2532 
VIKTOR;2525 
HOUDA;2522 
YLENIA;2521 
MARIA ADORACION;2512 
GIUSEPPE;2512 
LLORENÇ;2510 
DIANA MARCELA;2509 
FARID;2505 
JUAN FELIPE;2501 
YARA;2499 
LUIS MARIANO;2499 
SELENA;2498 
THALIA;2495 
CONRADO;2492 
BAUTISTA;2488 
ANOUAR;2483 
MARIA VISITACION;2482 
LEA;2481 
NIZAR;2480 
FRANCISCO PAULA;2478 
YAMINA;2476 
PEDRO FRANCISCO;2476 
CHAIMAE;2476 
ILIAS;2473 
ABDELHAK;2471 
MALEN;2470 
SOUKAINA;2466 
JOSE ALFREDO;2461 
MHAMED;2459 
ROXANA;2458 
MARIA FUENSANTA;2455 
HALYNA;2452 
BRAULIO;2452 
ANTONIO RAMON;2451 
ABDESSAMAD;2448 
ARIEL;2445 
ABDELGHANI;2442 
LOREA;2440 
MARIA VERONICA;2439 
MARIAN;2437 
MARIA COVADONGA;2436 
XOEL;2435 
RICARDO JOSE;2434 
MARIA FLOR;2434 
GENARO;2433 
ARTEM;2433 
LUCRECIA;2430 
PEPE;2429 
ETHAN;2426 
YULIIA;2422 
ESTEVE;2421 
ASTRID;2412 
KATHERINE;2407 
HODEI;2405 
ELIANA;2405 
MARIA SANTOS;2404 
OUSMANE;2402 
SAADIA;2401 
JULIO JOSE;2399 
IONEL;2399 
ANASS;2398 
INOCENCIO;2397 
MARIA VANESSA;2394 
ALESSANDRA;2389 
AGUSTI;2388 
TRISTAN;2387 
BERNARDA;2387 
MARIA SIERRA;2384 
FAUSTO;2380 
DOLORES MARIA;2377 
JUAN ALFONSO;2374 
LUCIA MARIA;2372 
FLORINDA;2372 
MARLENE;2370 
MARIA ALBA;2369 
ANTHONY;2369 
ROSARIO MARIA;2367 
MAYRA;2364 
LIBERTAD;2363 
DANA;2363 
MARIA MONSERRAT;2352 
ZURIÑE;2349 
ANDRII;2348 
SAMI;2347 
LUIS IGNACIO;2347 
VICENTE JAVIER;2344 
TIAGO;2344 
LUIS ALFREDO;2342 
LINA MARIA;2341 
GLADYS;2341 
MARIA CARIDAD;2339 
ELIAN;2339 
FLOR MARIA;2338 
JORGE ENRIQUE;2336 
ELOINA;2336 
ROMINA;2333 
ENCARNACIO;2332 
CARLOS DAVID;2330 
LUIS DAVID;2326 
MILENA;2317 
BOSCO;2306 
RAFAEL ANGEL;2304 
ERNEST;2301 
BRAYAN;2301 
HAFSA;2296 
DIEGO JESUS;2289 
ANUNCIACION;2289 
RABIA;2286 
JOSE MARTIN;2283 
DELFIN;2282 
MIGUEL JOSE;2276 
LUCILA;2276 
ASSIA;2276 
REDA;2274 
ANGEL FRANCISCO;2274 
CHIARA;2273 
KARLA;2271 
PRIMITIVO;2267 
PRUDENCIO;2262 
ANA BEATRIZ;2260 
MARIA ANA;2255 
VIVIANA;2246 
CRISTOBALINA;2246 
MILAGROSA;2243 
LIDIA MARIA;2243 
VICTORIANA;2238 
SAFAE;2237 
VASYL;2235 
IRMA;2234 
HAKIMA;2234 
MARIA RITA;2229 
IGNACIO JAVIER;2228 
MARISA;2227 
MARIA HENAR;2222 
AURA;2220 
KRISTINA;2217 
RAFAEL JESUS;2216 
EL HASSAN;2215 
ITXASO;2214 
INDALECIO;2214 
URIEL;2211 
JONAY;2209 
OLIMPIA;2208 
MARIA MATILDE;2208 
MUSTAFA;2207 
BASMA;2206 
MAKSYM;2205 
MARTHA;2203 
NEMESIO;2196 
MARTHA CECILIA;2195 
FELICIA;2195 
SOUMIA;2194 
MAHAMADOU;2191 
MONICA MARIA;2190 
IVANA;2190 
AIRAM;2190 
HIND;2187 
NURIA MARIA;2183 
RIM;2182 
CARMEN PILAR;2182 
JANET;2181 
LAYLA;2177 
MIRELLA;2175 
ISABELA;2175 
MARIA NOELIA;2174 
CLAUDIA MARIA;2166 
GHIZLANE;2165 
ISOLINA;2163 
JUAN SALVADOR;2161 
ZORAIDA;2158 
MARIOLA;2158 
MANUEL ENRIQUE;2157 
ABDELMAJID;2156 
OLEG;2155 
FOUZIA;2153 
JOKIN;2152 
VICENÇ;2148 
EMANUEL;2148 
AGAPITO;2147 
LEONCIO;2144 
FATOUMATA;2143 
DANTE;2142 
MARYNA;2141 
JANNAT;2140 
BLAI;2139 
JUSTINA;2138 
TETYANA;2134 
SILVANA;2133 
RAFAEL JOSE;2131 
JESUS FRANCISCO;2130 
AMARA;2127 
ANITA;2126 
ALDARA;2126 
ROSA ELENA;2125 
OSCAR MANUEL;2118 
JUAN JAVIER;2116 
OVIDIO;2113 
DEBORAH;2110 
OIHANA;2109 
SECUNDINO;2108 
LUZ DIVINA;2108 
LINO;2103 
FERNANDO MANUEL;2100 
IONUT;2099 
ANGELITA;2098 
VIORICA;2097 
MAXIMA;2095 
GABINO;2094 
VICENTE MANUEL;2093 
SOL;2092 
SILVESTRE;2091 
ANA SOFIA;2090 
MYKOLA;2089 
STEFANO;2087 
MIRYAM;2087 
ARON;2086 
MARIA SORAYA;2085 
OSCAR LUIS;2082 
NORMA;2082 
MARIA NEUS;2080 
EGOITZ;2078 
EDELMIRA;2078 
CARINA;2075 
FRANCISCO GABRIEL;2069 
MARIA FLORENCIA;2068 
ABDELKRIM;2066 
CATALINA MARIA;2058 
GILBERTO;2056 
MARIA LLUISA;2054 
INNA;2053 
VIOREL;2049 
NOAH;2049 
ALVARO JOSE;2046 
IGNACIO JOSE;2042 
ANER;2042 
FARIDA;2041 
VICTOR JAVIER;2040 
PRIMITIVA;2039 
GEORGE;2039 
ANGELS;2039 
ALICE;2039 
BASILIA;2036 
NABILA;2035 
MARIA SONSOLES;2032 
IMMACULADA;2032 
EKAIN;2032 
HORACIO;2029 
JOSE ROBERTO;2028 
XIANA;2025 
SANTIAGO JOSE;2025 
MAXIMINA;2024 
MOUAD;2022 
ANA VANESA;2022 
VERONIKA;2018 
VALENTYNA;2017 
LIUDMYLA;2017 
IBTISSAM;2017 
BLANCA NIEVES;2016 
LINA MARCELA;2015 
CELIA MARIA;2013 
AMADOU;2007 
LUIS JESUS;2005 
NICANOR;2002 
PATRICK;2001 
ELADIA;2001 
ANIOL;2001 
ALEKSANDR;2000 
DANIEL JESUS;1999 
CARLOS FRANCISCO;1997 
MARIA JOSEFINA;1994 
ARIANE;1993 
GARA;1990 
MARGALIDA;1989 
YASSER;1988 
MIGUELA;1988 
MANUEL LUIS;1986 
LENA;1985 
ALEJANDRA MARIA;1985 
FIDELA;1982 
ANGEL MIGUEL;1982 
OUMAIMA;1975 
CARLOS MARIA;1974 
PAOLO;1971 
JAIONE;1971 
ISABEL CRISTINA;1971 
AMBROSIO;1970 
ABDELHAMID;1970 
SANDRO;1962 
APOLONIA;1962 
MOUSTAPHA;1961 
ANICETO;1960 
SIXTO;1957 
NAIM;1957 
JULIO ANTONIO;1955 
IRENE MARIA;1954 
ESTANISLAO;1952 
YASSIR;1951 
CONSTANZA;1950 
ABRAHAN;1949 
NAOUAL;1948 
RENATA;1943 
GEMMA MARIA;1943 
DOUNIA;1941 
ALEJANDRO MANUEL;1939 
MARIA ESMERALDA;1938 
KIARA;1938 
JOSE SALVADOR;1936 
ELBA;1936 
JOSEP LLUIS;1929 
BERNARDINA;1929 
AGNES;1925 
DAVID ALEJANDRO;1922 
MANUEL RAMON;1919 
MARGARIDA;1916 
DESIDERIO;1916 
SABINO;1915 
SEBASTIA;1914 
PABLO JESUS;1914 
JUAN MARTIN;1909 
ENCARNACION MARIA;1908 
RODICA;1907 
PAVEL;1905 
ALFONSO JOSE;1901 
ELENE;1900 
PABLO MANUEL;1893 
MARIA AFRICA;1893 
CARLA MARIA;1891 
ISIDRA;1890 
JOSE PASCUAL;1888 
ANTONIO JUAN;1888 
SOPHIA;1887 
ROSAURA;1886 
ATENEA;1886 
ANTONIO CARLOS;1886 
ALAITZ;1884 
AMADA;1880 
SAMIA;1878 
GUZMAN;1878 
MARGARITA MARIA;1877 
ISSAM;1877 
MARIA JOAQUINA;1871 
DIEGO MANUEL;1871 
LUIS DANIEL;1870 
EDUARDA;1869 
ZULEMA;1865 
OLEKSANDRA;1864 
SEVERIANO;1863 
DAMASO;1862 
VENTURA;1861 
AMETS;1861 
SOFIIA;1859 
JORGE ANDRES;1859 
YULIA;1858 
ANA DOLORES;1858 
ROSALINA;1853 
GALINA;1853 
FERNANDO JESUS;1850 
NARCIS;1848 
ADRIANA MARIA;1848 
JEAN CARLOS;1847 
MARIA PATRICIA;1846 
MARITZA;1845 
ESPERANZA MACARENA;1845 
MONIKA;1844 
JOSHUA;1843 
HERMENEGILDO;1841 
ANA CAROLINA;1838 
SAMANTA;1837 
ADAMA;1837 
CORAIMA;1836 
MANAL;1833 
HELIODORO;1829 
BEATRIZ MARIA;1827 
DOROTEA;1826 
ARGENTINA;1826 
ENOL;1825 
NOOR;1823 
ANTOLIN;1820 
NARCISA;1819 
BLANCA ESTHER;1819 
MAXIM;1818 
MARIA CANDELAS;1818 
HOURIA;1818 
INDARA;1816 
BADR;1815 
WENCESLAO;1813 
ANDREA MARIA;1813 
MATEU;1812 
ARES;1811 
YOLANDA MARIA;1809 
ARYA;1807 
GEORGETA;1804 
MARIA SOFIA;1801 
MARIA MARTA;1801 
CATHERINE;1801 
SALIMA;1799 
IHOR;1797 
ANGEL GABRIEL;1796 
MARIA JULIANA;1792 
ANDRIY;1791 
MARIA RAMONA;1790 
STEFANIA;1786 
ZAHIRA;1785 
YOANA;1784 
TOURIA;1784 
MARIA MACARENA;1784 
MARIA ENGRACIA;1783 
ENERITZ;1783 
FRANK;1782 
HARON;1780 
JESUS RAMON;1778 
MARIA MILAGRO;1774 
MARIA ALEXANDRA;1773 
AINTZANE;1773 
EIDEN;1772 
ARIA;1769 
PRUDENCIA;1768 
LUZ ADRIANA;1764 
MARIA EMMA;1763 
IONELA;1763 
ASMAA;1763 
IDOYA;1760 
WALTER;1758 
POLINA;1751 
XIOMARA;1749 
INAS;1748 
ROLANDO;1746 
FRANCISCO VICENTE;1746 
ASIA;1745 
ENRIQUE MANUEL;1744 
JOHANNA;1743 
ANGEL JAVIER;1743 
MELANI;1742 
BELLA;1741 
MARIA CORO;1740 
MEHDI;1738 
HONORIO;1738 
MIRELA;1736 
MAYRA ALEJANDRA;1736 
DANIEL JOSE;1734 
MICHEL;1733 
ALMA MARIA;1733 
HASNA;1732 
EDWIN;1732 
EMERITA;1730 
DIMAS;1729 
MARIA AMALIA;1727 
SUSANNA;1726 
MARIA ICIAR;1725 
SILVERIO;1724 
FATIMA EZZAHRA;1722 
ANA PATRICIA;1722 
ABDELHADI;1722 
KAWTAR;1718 
FRANCISCO DANIEL;1715 
JHON JAIRO;1714 
SOUFIAN;1713 
SHEYLA;1712 
LUIS RAMON;1712 
BLANCA ROSA;1711 
FLORIAN;1709 
ANA LAURA;1709 
FRANCISCO RAFAEL;1708 
ASMA;1708 
JESUS JOSE;1707 
ANTONINA;1706 
ANTONIO VICENTE;1705 
ANA JOSEFA;1703 
JUAN DOMINGO;1702 
ZAINAB;1701 
MANUEL VICENTE;1701 
DORA;1698 
CHEIKH;1697 
OSCAR JAVIER;1696 
TASNIM;1695 
JOSE SANTIAGO;1694 
DAMIANA;1693 
ALLA;1693 
SERHII;1692 
MANUEL FERNANDO;1692 
LIUBOV;1692 
JULIAN ANDRES;1691 
ANGELO;1691 
RESURRECCION;1690 
NEREIDA;1690 
GIL;1690 
PAULO;1689 
CAMELIA;1689 
BENEDICTO;1689 
NOELIA MARIA;1688 
ANDRES JESUS;1688 
JOSE IVAN;1687 
ALBINO;1686 
ALEKSANDRA;1685 
ISAURA;1684 
WIAM;1683 
MARIEM;1682 
JOANNA;1682 
JESUS ENRIQUE;1680 
JOSUNE;1679 
SALIM;1678 
CELEDONIO;1676 
FADOUA;1673 
TEOFILA;1672 
STEVEN;1672 
LOURDES MARIA;1672 
EDITH;1672 
SABAH;1670 
JESUS IGNACIO;1670 
MARÇAL;1667 
MANUEL ALBERTO;1667 
DAVID JOSE;1666 
MARIA ANDREA;1664 
SERVANDO;1662 
KOLDO;1662 
MIREN EDURNE;1658 
SANAA;1657 
JADE;1657 
PABLO JAVIER;1656 
ADONAY;1655 
FLAVIA;1653 
ADNAN;1653 
DIGNA;1652 
LILIA;1651 
ESTEL;1651 
ERNESTINA;1651 
NATALIA MARIA;1650 
EUSTAQUIO;1649 
ALBINA;1649 
FATOU;1648 
GIOVANNA;1647 
CORINA;1647 
ARCADIO;1647 
DENNIS;1646 
JORDAN;1645 
MARIA ROSER;1644 
ANTONIO RAFAEL;1644 
FACUNDO;1641 
ANDREEA;1640 
SOPHIE;1639 
DAN;1639 
LORENA MARIA;1635 
DANAE;1635 
MARTHA LUCIA;1631 
FABIANA;1631 
BENIGNA;1631 
MIQUEL ANGEL;1628 
MARIA SILVIA;1628 
DORINDA;1625 
LUKAS;1624 
SARA ISABEL;1622 
LUKEN;1621 
DIANA PATRICIA;1621 
JAMES;1620 
AHLAM;1620 
PEIO;1619 
JESUS CARLOS;1618 
AMADO;1616 
OTMAN;1615 
CRISTIAN DAVID;1615 
MARTA ISABEL;1614 
LIUDMILA;1614 
JOSE GUILLERMO;1613 
GALLA;1611 
AGATA;1611 
AINHARA;1609 
SEGUNDA;1608 
LIDIA ESTHER;1608 
FRANCISCO JUAN;1606 
FERNANDO ANTONIO;1605 
DIEGO ANTONIO;1604 
ALBERTO MANUEL;1603 
ANGELINES;1599 
REDOUANE;1598 
EDUVIGIS;1597 
NIKITA;1596 
BARTOMEU;1596 
ARRATE;1593 
MARIA LIDIA;1591 
CINTA;1591 
OLEGARIO;1590 
HENRY;1589 
MARIA ARANTZAZU;1588 
ILEANA;1584 
AINOHA;1583 
SANTIAGA;1582 
FRANCO;1582 
JUAN MARCOS;1580 
JOSE JORGE;1579 
DENISE;1579 
ABDELHAKIM;1579 
PETRONILA;1578 
ELAIA;1576 
MIKHAIL;1575 
ISRAE;1575 
ENRIQUE JAVIER;1574 
MARIA MILAGROSA;1572 
LUZDIVINA;1570 
ANA MERCEDES;1570 
SOFIA MARIA;1569 
GARBIÑE;1569 
GABRIEL ALEJANDRO;1569 
FERNANDO LUIS;1569 
ZACARIAS;1568 
JUAN AGUSTIN;1568 
LAMINE;1566 
IYAD;1564 
ALEGRIA;1564 
VALENTINO;1561 
MISERICORDIA;1560 
MARIA ANUNCIACION;1559 
KIRA;1559 
NICASIO;1557 
JAVIER ANTONIO;1557 
ROSA DELIA;1556 
LINDA;1555 
FADMA;1555 
CARLOS FERNANDO;1555 
WILSON;1553 
MIGUEL JESUS;1553 
CIRO;1553 
ANA JESUS;1553 
MIGUEL ALEJANDRO;1551 
ARGIMIRO;1550 
CRISTOFER;1547 
LARISA;1546 
MAROUANE;1545 
MARIAMA;1545 
MARIA LETICIA;1544 
AMAR;1543 
DAVIDE;1542 
CARMEN ROCIO;1540 
JOSE MARIO;1536 
JOSE EUGENIO;1536 
ANIA;1535 
AURORA MARIA;1534 
MUSA;1532 
RAYANE;1528 
GUILLERMO JOSE;1527 
ANWAR;1527 
YANA;1525 
SERGIO MANUEL;1525 
ISRAA;1524 
SERGEY;1521 
ASHLEY;1521 
MARIA FELICIDAD;1520 
LEIA;1520 
MATHIAS;1518 
DONATO;1516 
LUIS VICENTE;1514 
JOAN CARLES;1513 
KEPA;1511 
MARIA CORAL;1509 
AMANCIO;1509 
PLACIDA;1506 
DIVINA;1505 
JAVIER ALEJANDRO;1504 
SEILA;1501 
RUTH MARIA;1501 
ABDELHAFID;1501 
CARMEN GLORIA;1498 
OUMAR;1496 
ALFONSO CARLOS;1496 
OLEH;1495 
ARIADNE;1495 
RUSLAN;1494 
NADA;1494 
COSME;1493 
MANUEL DAVID;1492 
ABDUL;1492 
AMINATA;1489 
AHMAD;1489 
ROBERTO JOSE;1488 
GINESA;1487 
DIEGO ANDRES;1487 
HILDA;1486 
HIDAYA;1486 
ELSA MARIA;1486 
EPIFANIO;1485 
TANIA MARIA;1484 
MOHAMED ALI;1484 
PENELOPE;1483 
ALBERTO JESUS;1480 
YADIRA;1479 
FRANCISCO ANGEL;1479 
VALLE;1478 
CORNELIA;1477 
MARIA GORETTI;1476 
RAFEL;1473 
STEPHANIE;1471 
JUSTINO;1471 
OLGA LUCIA;1470 
EINAR;1468 
ANTONINO;1467 
NELLY;1465 
VLADYSLAV;1463 
SERGIO JOSE;1462 
ANDREY;1462 
MANUEL CARLOS;1461 
LOIS;1461 
EL MOSTAFA;1461 
YESENIA;1457 
BALBINO;1457 
PABLO ANDRES;1456 
EMIL;1456 
JULITA;1455 
RAMON JOSE;1454 
MODOU;1454 
MASSIMO;1454 
DAVID JESUS;1454 
MARIA HELENA;1453 
CELINA;1451 
ALESSIA;1451 
NOUR EDDINE;1450 
MELANY;1450 
MARIA ELIZABETH;1449 
JOSEPH;1449 
COSTEL;1447 
MAREN;1446 
LIVIA;1446 
ABILIO;1445 
BORIS;1442 
MARIANELA;1441 
CHRISTINE;1441 
JOSE DIEGO;1440 
ENMA;1440 
PETRU;1438 
MIGUEL MARIA;1437 
IRAIDE;1436 
MARIA PETRA;1433 
GRACIA MARIA;1433 
MAIKEL;1432 
JEAN PIERRE;1432 
GUMERSINDA;1432 
JOAN JOSEP;1429 
REMIGIO;1428 
RAYCO;1428 
JUAN EMILIO;1428 
IZEI;1428 
ALBERTO JAVIER;1428 
JUAN ALEJANDRO;1427 
THEO;1426 
JOSE DAMIAN;1426 
ILYASS;1426 
EUFEMIA;1426 
IVETTE;1424 
ALEJANDRO JESUS;1423 
JESUS LUIS;1422 
JOSE FELIPE;1421 
IULIAN;1420 
SERGIO ANTONIO;1419 
MARIA CRISTO;1418 
CRISTIAN CAMILO;1417 
TELMA;1416 
FE;1416 
AYMANE;1416 
VICTORIO;1411 
IULIIA;1411 
NIKOLAY;1410 
BUENAVENTURA;1409 
LIBE;1408 
MILAN;1406 
CATALEYA;1406 
ALANA;1406 
ANA GABRIELA;1404 
JULIO MANUEL;1403 
MARIA DELIA;1401 
LARBI;1401 
MARIN;1399 
JOHN JAIRO;1398 
SAFAA;1396 
RAMON ANTONIO;1396 
PURA;1396 
STELLA;1395 
SALAH EDDINE;1394 
RITAJ;1394 
PILAR MARIA;1391 
MOHAMED REDA;1391 
CONSTANTINA;1390 
MARIA NAZARET;1387 
GRISELDA;1387 
FRANCISCO ALBERTO;1387 
CRISTHIAN;1386 
VALERIANA;1385 
MARIA ENRIQUETA;1385 
MYKHAILO;1381 
DIEGO ARMANDO;1381 
JUAN TOMAS;1379 
ALEJANDRO JAVIER;1379 
SALIHA;1378 
MARIA TRANSITO;1378 
FATMA;1377 
NAHUEL;1376 
JOSEP ANTONI;1376 
ARATZ;1376 
REYES;1374 
HILARIA;1374 
SOULEYMANE;1373 
MARIA SARA;1373 
ANDRES MANUEL;1372 
HARITZ;1371 
IULIANA;1369 
SAMBA;1368 
NATHAN;1368 
JOSE JAIME;1366 
MARIA ELOISA;1365 
CHAYMAE;1365 
MARIA AMAYA;1364 
LARYSA;1364 
HERIBERTO;1364 
ROMUALDO;1363 
DANI;1363 
AURELIANO;1363 
DOUAE;1362 
IGNACIO MARIA;1360 
ANA ROCIO;1360 
ALISA;1359 
JESUS DANIEL;1356 
XIMENA;1354 
SANA;1353 
NADIR;1352 
MORAD;1352 
JHONATAN;1352 
ENEDINA;1349 
REDOUAN;1348 
MAROUA;1348 
LUIS ANDRES;1347 
XIAN;1346 
RIDA;1345 
GUACIMARA;1345 
DANIEL ANTONIO;1345 
CARLOS ARTURO;1342 
AYLA;1342 
SUSAN;1341 
PEDRO ENRIQUE;1341 
CASIMIRA;1341 
LUCINDA;1338 
LILIAN;1338 
JOSEP ORIOL;1338 
CUSTODIA;1338 
MARTA ELENA;1337 
HASNAE;1336 
NATHALIE;1335 
FRAN;1335 
ROGELIA;1334 
DOMITILA;1334 
MARIO ALBERTO;1332 
YULIYA;1329 
ROSALBA;1329 
LYUDMYLA;1329 
FRANCISCO ANDRES;1329 
NADINE;1328 
LLUNA;1328 
JOSE ESTEBAN;1328 
CARMEN TERESA;1328 
AVRIL;1328 
JESUS FERNANDO;1327 
NADIIA;1324 
DANIELE;1324 
JOSE MARIANO;1321 
JORGE JAVIER;1321 
YASIN;1320 
MIGUEL FRANCISCO;1320 
WASSIM;1319 
EDUARDO MANUEL;1318 
JAVIER JESUS;1316 
EULOGIA;1316 
ANDRES JOSE;1316 
YAROSLAV;1314 
LENUTA;1314 
FEDERICA;1314 
ADRIEL;1314 
YUMARA;1312 
MARIA NATALIA;1312 
MANAR;1311 
MARIA MONICA;1310 
ALIA;1310 
YURIY;1309 
REINALDO;1308 
JAWAD;1308 
HECTOR MANUEL;1308 
DAVID MANUEL;1307 
MIREN JOSUNE;1306 
GENEROSA;1306 
SANTA;1304 
MARIA PUERTO;1304 
SYLVIA;1303 
RAIMUNDA;1303 
BOGDAN;1303 
JEREMY;1302 
FRANCISCO TOMAS;1301 
BLASA;1301 
OLVIDO;1300 
KHALIL;1300 
OSCAR DAVID;1297 
JORGE EDUARDO;1297 
ENAITZ;1297 
BOUBACAR;1297 
ALEJANDRINA;1297 
JOSE ADRIAN;1295 
ELNA;1294 
MAGALI;1293 
CLAUDINA;1293 
ABDOU;1293 
PERFECTO;1291 
MILOUD;1291 
LUZ DARY;1291 
NEZHA;1290 
GEORGI;1289 
LOGAN;1288 
EL MEHDI;1288 
MARIA FLORA;1287 
HAKIM;1286 
FREDERIC;1284 
ZAID;1283 
ANA DELIA;1283 
ANA ESTHER;1282 
STANISLAV;1281 
EFRAIN;1281 
MARIA VALENTINA;1280 
HELEN;1280 
ANDERSON;1280 
GIORGI;1278 
NAYELI;1277 
JOAQUIN MANUEL;1276 
IRANTZU;1276 
MANUEL IGNACIO;1275 
JOVITA;1275 
ANA CECILIA;1275 
MICHELE;1274 
LUCCA;1274 
IOSU;1274 
GADEA;1274 
JOSE RUBEN;1272 
JESUS SALVADOR;1271 
ALFONSO JAVIER;1268 
EUDALD;1266 
CANDELAS;1266 
MAEL;1265 
TIMOTEO;1264 
LAURA ISABEL;1263 
ZEUS;1262 
CRESCENCIO;1262 
ABDERRAZAK;1262 
JORDINA;1261 
CLEMENCIA;1261 
CIPRIANA;1261 
LUANA;1260 
JAVIER JOSE;1260 
MARIO JOSE;1259 
DALILA;1259 
SORIN;1258 
MANEX;1258 
AMALIO;1258 
VICTOR JESUS;1257 
PATXI;1257 
DENYS;1257 
DAVID ANTONIO;1255 
JOSE LORENZO;1254 
JOANA MARIA;1254 
MELODY;1251 
LIBRADA;1251 
ANA JULIA;1250 
MARIA VIOLETA;1248 
ELIZABET;1248 
NAEL;1247 
IVANNA;1247 
ADELA MARIA;1247 
HANAE;1246 
MARIA HORTENSIA;1245 
ERUNDINA;1245 
DUNA;1245 
RONALD;1244 
LAURENTINO;1243 
