division;anio;salario;resto_costes
78;2020;18756.36;487.83
78;2019;18322.43;438.51
78;2018;17371.29;450.60
78;2017;17415.31;424.17
78;2016;17070.61;388.12
78;2015;17246.36;383.65
78;2014;17077.79;389.88
78;2013;16261.93;533.00
78;2012;16134.02;546.72
78;2011;16484.52;495.78
78;2010;15469.81;490.39
78;2009;15415.48;608.77
78;2008;15482.51;476.00
79;2023;26011.98;613.35
79;2022;22843.35;602.02
79;2021;15175.82;446.09
79;2020;15829.39;361.58
79;2019;23676.18;451.30
79;2018;23479.10;537.93
79;2017;22983.43;360.54
79;2016;22503.53;474.41
79;2015;21987.99;435.31
79;2014;21218.16;509.24
79;2013;21028.32;657.65
79;2012;21642.09;407.19
79;2011;21212.88;345.67
79;2010;20496.29;523.98
79;2009;20608.77;479.06
79;2008;21181.78;658.01
80;2023;21039.28;678.49
80;2022;20100.34;652.75
80;2021;19574.04;472.24
80;2020;19204.27;468.84
80;2019;19281.67;630.11
80;2018;18977.18;604.38
80;2017;18381.64;662.05
80;2016;18310.49;718.26
80;2015;18133.04;755.97
80;2014;18307.02;733.01
80;2013;18240.01;1170.94
80;2012;18507.09;1354.10
80;2011;18244.59;1407.93
80;2010;17840.60;1382.25
80;2009;17927.43;1489.69
80;2008;18240.00;1347.54
81;2023;13876.87;131.67
81;2022;12788.03;144.89
81;2021;12693.08;161.95
81;2020;11825.30;115.51
81;2019;12016.55;144.56
81;2018;11918.05;142.19
81;2017;11737.21;170.21
81;2016;11433.31;166.83
81;2015;11472.88;140.03
81;2014;11595.03;191.31
81;2013;11327.87;244.29
81;2012;11808.63;344.10
81;2011;12275.92;367.67
81;2010;12257.39;427.33
81;2009;12737.87;422.82
81;2008;11482.10;286.90
82;2023;21682.01;208.30
82;2022;20846.61;197.24
82;2021;20943.59;208.37
82;2020;18761.63;201.10
82;2019;18327.90;206.46
82;2018;17553.01;173.00
82;2017;17283.50;264.76
82;2016;17856.59;299.64
82;2015;17580.31;274.10
82;2014;17753.99;243.61
82;2013;18246.05;422.72
82;2012;18630.93;487.92
82;2011;17857.69;488.11
82;2010;16727.53;480.70
82;2009;16300.84;478.36
82;2008;18405.82;508.63
84;2023;33313.26;125.56
84;2022;31926.09;138.10
84;2021;30344.17;102.69
84;2020;29580.11;71.78
84;2019;28075.59;116.30
84;2018;27640.12;100.29
84;2017;27380.22;99.75
84;2016;28052.09;88.44
84;2015;27620.25;66.57
84;2014;26924.44;73.73
84;2013;26710.89;115.66
84;2012;25888.81;90.48
84;2011;26777.88;97.39
84;2010;27133.04;116.40
84;2009;27164.89;135.74
84;2008;26418.75;85.01
85;2023;25776.26;45.02
85;2022;24868.04;49.61
85;2021;23382.59;53.85
85;2020;22781.15;60.47
85;2019;22376.27;63.61
85;2018;21457.63;69.82
85;2017;21908.22;92.29
85;2016;21649.20;123.66
85;2015;21819.44;98.46
85;2014;20929.12;91.30
85;2013;21197.21;121.79
85;2012;20884.54;139.20
85;2011;20765.04;182.47
85;2010;21060.20;168.03
85;2009;21166.87;172.08
85;2008;20372.12;174.52
86;2023;33340.14;89.17
86;2022;32365.10;110.12
86;2021;31595.57;101.45
86;2020;30636.63;108.48
86;2019;30839.97;91.87
86;2018;29951.62;103.62
86;2017;29981.05;106.28
86;2016;29953.59;99.68
86;2015;29497.64;84.15
86;2014;28905.77;86.41
86;2013;28795.66;96.58
86;2012;28835.33;105.17
86;2011;29909.87;123.63
86;2010;30221.23;113.99
86;2009;29983.37;117.41
86;2008;28619.95;112.28
87;2023;17197.32;68.61
87;2022;16479.57;84.78
87;2021;15959.38;85.89
87;2020;15723.66;91.18
87;2019;15514.92;105.84
87;2018;15180.65;96.45
87;2017;15263.13;143.34
87;2016;15492.09;157.92
87;2015;15434.62;133.82
87;2014;15312.08;169.95
87;2013;15505.42;176.56
87;2012;15566.38;185.14
87;2011;15907.44;204.90
87;2010;15438.61;247.74
87;2009;15195.10;244.22
87;2008;14982.40;186.79
88;2023;16366.81;101.21
88;2022;15118.19;75.30
88;2021;15117.91;133.79
88;2020;14068.53;146.44
88;2019;14282.82;112.03
88;2018;13656.56;84.20
88;2017;13764.53;128.93
88;2016;12972.14;117.41
88;2015;14675.02;92.96
88;2014;14682.32;88.11
88;2013;14439.92;142.22
88;2012;14871.88;193.63
88;2011;15230.32;185.02
88;2010;15198.03;174.69
88;2009;15136.52;225.27
88;2008;15150.36;106.73
90;2023;24823.42;129.39
90;2022;24331.38;112.66
90;2021;22782.24;170.05
90;2020;20418.88;96.04
90;2019;20738.65;178.76
90;2018;19993.33;261.97
90;2017;21850.74;218.24
90;2016;20777.31;169.01
90;2015;20967.47;227.32
90;2014;21178.75;166.97
90;2013;21137.03;257.97
90;2012;19618.38;539.25
90;2011;20385.86;459.27
90;2010;20997.10;197.84
90;2009;20195.64;451.63
90;2008;19429.01;295.94
91;2023;24234.87;195.53
91;2022;22236.92;120.72
91;2021;22443.35;81.40
91;2020;20311.90;174.97
91;2019;21792.93;119.55
91;2018;20344.56;152.31
91;2017;19981.07;185.52
91;2016;20500.72;102.98
91;2015;20162.53;104.18
91;2014;20202.53;145.12
91;2013;19779.90;182.82
91;2012;20075.84;199.58
91;2011;20459.22;203.87
91;2010;21654.35;207.14
91;2009;21942.82;312.61
91;2008;18397.73;510.66
92;2023;23698.81;266.89
92;2022;22405.60;294.74
92;2021;19494.75;200.76
92;2020;16265.89;250.36
92;2019;21963.37;391.75
92;2018;21410.32;317.92
92;2017;21513.93;321.90
92;2016;21887.58;272.22
92;2015;18960.08;626.13
92;2014;18992.08;726.73
92;2013;18196.17;845.76
92;2012;18386.32;833.55
92;2011;18265.41;840.33
92;2010;18036.97;933.46
92;2009;17846.82;1011.85
92;2008;16890.47;1179.66
93;2023;16644.47;146.31
93;2022;15468.57;172.73
93;2021;15114.36;131.04
93;2020;13702.32;150.45
93;2019;14840.78;165.97
93;2018;13580.70;186.17
93;2017;13514.33;204.24
93;2016;13258.65;205.44
93;2015;13478.17;198.27
93;2014;16002.93;200.57
93;2013;16028.27;293.56
93;2012;14577.47;246.33
93;2011;15052.75;283.93
93;2010;14503.71;355.51
93;2009;14995.41;396.91
93;2008;15694.86;277.74
94;2023;23080.59;40.44
94;2022;22234.79;81.34
94;2021;20213.63;122.26
94;2020;19585.87;115.42
94;2019;19110.50;114.71
94;2018;19011.19;96.32
94;2017;18720.58;64.67
94;2016;18961.98;175.78
94;2015;19775.47;194.86
94;2014;20428.70;224.34
94;2013;20326.91;157.23
94;2012;20684.33;225.62
94;2011;21304.07;157.84
94;2010;20523.82;155.92
94;2009;19001.81;196.73
94;2008;18252.40;264.37
95;2023;24485.22;87.67
95;2022;22155.67;110.12
95;2021;21507.83;161.45
95;2020;20196.68;195.06
95;2019;21694.68;129.87
95;2018;21118.84;153.61
95;2017;20709.97;152.38
95;2016;20562.75;204.75
95;2015;20376.55;379.69
95;2014;20167.26;212.74
95;2013;20226.21;200.77
95;2012;20337.51;354.98
95;2011;19854.08;357.65
95;2010;19284.66;332.55
95;2009;18494.13;403.75
95;2008;19326.84;472.88
96;2023;14930.24;166.55
96;2022;14724.79;161.41
96;2021;13145.75;127.37
96;2020;11721.12;162.19
96;2019;13160.06;164.99
96;2018;12552.80;117.33
96;2017;11882.36;144.58
96;2016;11706.80;219.01
96;2015;11835.13;199.27
96;2014;12686.86;214.22
96;2013;12880.62;288.06
96;2012;12455.70;224.94
96;2011;12078.22;256.76
96;2010;12019.36;333.58
96;2009;12113.99;208.34
96;2008;11667.09;200.05
